"","crowd_sc","snag_sc","pov_sc","beds.pc_sc","fhs_sc","has_prison","gdp_sc"
"1",-0.318708248463347,-0.098323265032657,0.308189174884857,-0.816532163272271,0.0170245512970239,1,-0.405582769001117
"2",-0.359233814627239,-0.098323265032657,-0.811436435062341,0.0831226908114888,-0.221804231827591,0,1.20107968347281
"3",-0.522285360490364,-0.098323265032657,-1.91753863552855,0.610254416520063,-0.316281275424535,1,0.142997315507448
"4",0.000829649330929701,-0.098323265032657,-0.0980765849399698,-0.816532163272271,0.921875592677093,0,0.0509599823603196
"5",0.246191203957517,-0.098323265032657,-0.127940780877162,-0.816532163272271,-0.213836739784382,0,-0.422790741063417
"6",-0.869735988097372,-0.098323265032657,-0.163439730764768,-0.816532163272271,-0.0521446437908887,1,-0.072163085118781
"7",-0.298769083304556,-0.098323265032657,-0.287404317673869,-0.816532163272271,-0.251850387896178,0,-0.057859600915061
"8",-0.786371693702226,-0.098323265032657,-0.0332769145102122,-0.816532163272271,-0.146207042722489,0,0.0950605297313709
"9",-0.0759570807615939,-0.098323265032657,0.214088783912948,-0.816532163272271,0.993294338360078,0,1.00494826309609
"10",-0.846846593533041,-0.098323265032657,-0.28796779306891,-0.816532163272271,0.28202727519973,0,-0.444484268983161
"11",0.0648584869159174,-0.098323265032657,-0.0146822264738472,-0.816532163272271,-0.19720814917143,0,-0.437643356734895
"12",-0.0280737618325914,-0.098323265032657,-0.948360956057393,0.554869105512716,-0.224352247596478,0,-0.250545024503088
"13",-0.0466959444806241,-0.098323265032657,-0.671694537092081,-0.816532163272271,-0.227615594361316,0,-0.0723494617601946
"14",-0.551051151427942,-0.098323265032657,-0.20964471315816,-0.816532163272271,0.549564870236782,0,-0.328739875538818
"15",-0.716132133547588,-0.098323265032657,-1.09993583732352,1.01449173806995,-0.065596771598642,1,-0.125642804564944
"16",-0.40442813645882,0.0427395236513396,-0.941599251316897,0.131815742033413,-0.25376503609128,0,-0.122313510975492
"17",-0.755645560434221,-0.098323265032657,-1.45154448382933,0.0355480391109202,-0.290820217494109,1,-0.192533888529194
"18",-1.03394549331113,-0.098323265032657,-0.462645165531735,-0.816532163272271,0.116996187627626,0,-0.247383179067934
"19",-0.358577301253658,-0.098323265032657,-1.59579418495992,1.16146845153386,0.612289328222492,0,3.1391390644286
"20",-0.0192505308490209,-0.098323265032657,-0.418130609323466,-0.816532163272271,-0.243201237754564,0,3.79606968024888
"21",-0.0104787606759854,-0.098323265032657,-0.262611400292049,-0.816532163272271,-0.272975809723688,0,0.0503103284638906
"22",-0.308445027818649,-0.098323265032657,-0.651409422870593,0.262290277123909,-0.20564599898658,0,-0.109012631213071
"23",-1.02411309520273,-0.098323265032657,0.0354670836848346,-0.816532163272271,-0.246609771886746,0,0.0845553025919798
"24",-0.209843163204946,-0.098323265032657,-0.734240305941673,-0.816532163272271,-0.0611952982610657,0,-0.339911767812632
"25",-0.266211960232821,-0.098323265032657,-0.770302731224321,0.572324249937996,-0.22586450931383,0,-0.0931180630835935
"26",-0.953890911350005,-0.098323265032657,-1.09880888653344,0.381592931368937,-0.302646749045431,1,-0.214590862411521
"27",-0.201869618651942,-0.098323265032657,-0.154987599839147,0.442143395776326,-0.146610980740495,0,0.636762425813565
"28",-0.621627819188905,-0.098323265032657,0.131257900841867,-0.816532163272271,-0.0552720107284349,0,-0.308978207219584
"29",-1.18527500475597,-0.098323265032657,-0.259230547921801,-0.816532163272271,-0.0843778418780766,0,0.795468737925536
"30",-0.62072538379479,-0.098323265032657,-1.03739006847393,-0.816532163272271,0.181586621200397,0,0.204693574079974
"31",0.21502942852746,-0.098323265032657,0.0168723956484697,-0.816532163272271,-0.131266462437442,0,0.0413701729118385
"32",-0.904579668672301,-0.098323265032657,-0.973717348834254,1.28271111389587,0.0421329119022149,0,0.313175936120761
"33",-0.387324688002611,-0.098323265032657,-1.52254238360455,-0.816532163272271,0.204891534793909,0,0.896682104015494
"34",0.300294041687848,-0.098323265032657,0.846871652544404,-0.816532163272271,1.99267419543647,0,0.0226607340044726
"35",-0.661458041672664,-0.098323265032657,0.701495000623732,-0.816532163272271,0.251830721377164,0,-0.0144812047478429
"36",0.213124005858229,-0.098323265032657,0.277761503552622,-0.816532163272271,0.0372710351726663,0,-0.146846865778116
"37",-0.880368946964329,-0.098323265032657,0.0349036082897927,-0.816532163272271,-0.131270215580548,0,0.495317237562364
"38",-1.08041114330265,-0.098323265032657,0.148162162693108,-0.816532163272271,-0.0558387357512136,0,0.0358877743295126
"39",-1.13233465616368,-0.098323265032657,-0.496453689234217,1.91197341378811,0.0885739099732604,0,0.444600440774397
"40",-0.408505018264073,-0.098323265032657,0.210144456147658,1.13704263465354,0.127565598425166,0,0.434520319117035
"41",-0.9861013855821,-0.098323265032657,-0.836792827839202,0.487811898478804,-0.0692713430945872,0,0.672878512303218
"42",-0.553145050735611,-0.098323265032657,-0.87285525312185,0.508301220391597,-0.2071287926332,0,0.734699516314992
"43",-0.116597248974473,-0.098323265032657,0.0512443947459931,2.58466744368255,1.71671773452166,0,0.391408545927525
"44",-0.895846161924566,-0.098323265032657,-1.37603878089379,-0.0987870916622021,-0.286185100884516,1,0.930465975849177
"45",-0.968255824093815,-0.098323265032657,-1.59466723416984,0.0885182648172084,-0.281380099704296,1,0.971030187552062
"46",-1.15617323865649,-0.098323265032657,-0.243453236860642,-0.816532163272271,0.461819053198072,0,1.36714267712277
"47",-0.807162995926993,-0.098323265032657,-0.436725297359831,0.616807515025462,-0.118846846879873,0,0.174497456927106
"48",-0.927126579098368,-0.098323265032657,0.461454482336109,-0.816532163272271,1.1119403445622,0,-0.133953412208643
"49",-0.710855603368005,-0.098323265032657,-0.415313232348259,1.15945308089711,-0.231029110931211,0,1.18684787529154
"50",-0.992022658607268,-0.098323265032657,-0.168511009320141,-0.816532163272271,-0.0269866020666506,0,0.0627348093713895
"51",-0.682187105436306,-0.098323265032657,-0.230493302774691,1.59128347018944,0.0013286195124395,0,0.204564765926009
"52",-0.192279285164841,-0.098323265032657,-0.0163726526589711,0.742705623448429,0.0835037687735649,0,0.173767659528743
"53",0.408862089165829,-0.098323265032657,0.568514807393969,-0.816532163272271,-0.14880767783115,0,-0.322058857815596
"54",-0.951789599318535,-0.098323265032657,-0.611402669822656,1.74966203112289,1.19296608634934,0,0.827444204340309
"55",-0.932270941580101,-0.098323265032657,0.454692777595612,-0.816532163272271,0.821140640014772,0,0.151114897524145
"56",-0.67941264708642,-0.098323265032657,0.332982092266677,-0.816532163272271,0.792090247732482,0,-0.0776222889314611
"57",-0.708555551524312,-0.098323265032657,-0.274444383587918,-0.816532163272271,-0.0748695195701951,0,0.102535522942006
"58",-0.849833121711725,-0.098323265032657,0.0681486565972335,1.63272782102582,0.0793412116737724,0,0.350638854520594
"59",-0.892689836137014,-0.098323265032657,-0.346005758758171,0.733217687987807,-0.182473008125228,0,0.342827246155721
"60",-0.300904453212463,-0.098323265032657,-0.142027665753197,-0.816532163272271,-0.081734905805624,0,1.32841612808864
"61",-1.18321249602198,-0.098323265032657,-0.136956387197824,1.73936761637368,0.474276258966592,0,-0.180915911115865
"62",-1.0667559742929,-0.098323265032657,-0.954559185402848,1.28635253801314,-0.204170211363361,0,0.283932353700539
"63",0.122297871297249,-0.098323265032657,0.712764508524558,-0.816532163272271,-0.203748861481735,0,0.401185314151907
"64",-0.807481093027746,-0.098323265032657,-0.435034871174707,-0.0602542222938416,0.0925850362306074,0,0.943414939642712
"65",-0.889058491818725,-0.098323265032657,-0.45701041158132,-0.816532163272271,1.5904187353294,0,0.0805461283347063
"66",-0.611895709171189,-0.098323265032657,0.2107079315427,1.99980113434782,-0.0428351080582891,0,-0.0598624167306463
"67",-0.73557073506567,-0.098323265032657,0.467089236286522,-0.816532163272271,0.805294860199107,0,-0.159910456845416
"68",-1.08751132758458,-0.098323265032657,-0.524627458986285,1.56128220737572,-0.0473480950311078,0,0.773064093028135
"69",-0.656025913399118,-0.098323265032657,-0.484057230543306,0.469953425513264,-0.182232847380647,0,1.08408671509187
"70",-1.09784663339615,-0.098323265032657,-0.183161369591216,-0.816532163272271,-0.0330327503140163,0,0.502465338207499
"71",-0.914080033457091,-0.098323265032657,-0.245143663045767,-0.816532163272271,0.548684585129105,0,0.147588449499081
"72",-1.09277992945143,-0.098323265032657,-2.09841423733682,1.44396659419823,-0.189844927419662,1,1.60230421328065
"73",-1.17188863187682,-0.098323265032657,0.774183326584068,-0.816532163272271,0.724714302714655,0,0.159282408000854
"74",-1.06037189049259,-0.098323265032657,-0.734240305941673,-0.816532163272271,0.755470675244212,0,0.871376399355331
"75",-1.32934310894763,-0.098323265032657,-0.0186265542391363,-0.816532163272271,0.652256184776029,0,0.242312084143476
"76",0.0885752944986034,-0.098323265032657,-0.845244958764823,6.93048883982629,8.38714537728913,0,0.140006088399047
"77",-1.23970206909769,-0.098323265032657,-1.1962901298756,6.16273009608328,-0.198528849155413,0,0.292873045526536
"78",-0.963716508094585,-0.098323265032657,-0.926948891045821,0.965817451825595,-0.227760981018208,1,1.02042955438259
"79",-1.0554173423193,-0.098323265032657,-0.373616053115199,-0.816532163272271,0.201287200542416,0,0.429287561602513
"80",-0.487179495779571,-0.098323265032657,-0.659298078401171,2.83307471724838,-0.146442318776865,0,0.213671852976631
"81",-0.93577430559655,-0.098323265032657,-0.0822992738788114,0.996246632909396,0.371271903552166,0,1.35322308592508
"82",-0.979965562600303,-0.098323265032657,-1.06669078901608,2.14193186171561,0.118226981301222,0,0.50224562158701
"83",-0.806686369682359,-0.098323265032657,0.0642043288319443,-0.816532163272271,-0.0582884441030834,0,0.115549356665037
"84",-0.651212961760867,-0.098323265032657,-0.229366351984608,-0.816532163272271,0.0655390333905644,0,0.566864259656609
"85",-1.06973022482567,-0.098323265032657,-1.60537326667563,-0.816532163272271,-0.146868144629905,0,-0.0290093014319713
"86",-0.84742028571952,-0.098323265032657,0.307625699489815,-0.816532163272271,0.85258302869228,0,0.784354151199213
"87",0.648465850760786,-0.098323265032657,-0.0451098978060808,-0.816532163272271,0.0494365359351857,0,0.114539438880594
"88",-0.99491797847923,-0.098323265032657,0.249024258405513,1.61625968231377,-0.152263331241796,0,0.302019301360869
"89",-0.583698095583969,-0.098323265032657,-0.142027665753197,1.44527012917089,-0.152783343567898,0,0.638996106499008
"90",-0.728766846935318,-0.098323265032657,0.326783862921222,-0.816532163272271,0.692511020017333,0,0.183247804053684
"91",0.207949808678475,-0.098323265032657,0.0512443947459931,-0.816532163272271,-0.149122564596062,0,0.432758960798707
"92",-0.898264162376049,-0.098323265032657,-1.44760015606405,4.76660773310501,5.10349815725581,0,0.332322928745018
"93",-1.13642004417476,-0.098323265032657,-1.16135465538303,0.030592840415363,-0.163140547162201,0,1.4364560023052
"94",-0.675946520941174,-0.098323265032657,-0.191050025121795,-0.816532163272271,0.0609858817373686,0,6.76542095105298
"95",-0.543316709395027,-0.098323265032657,0.42088425389313,-0.816532163272271,0.0190286355273683,0,0.267730146872032
"96",-0.136674935110222,-0.098323265032657,0.0456096407955794,2.57841160706902,-0.235730765023485,0,-0.131257070120761
"97",-0.417759930997821,-0.098323265032657,-1.33152422468552,-0.816532163272271,0.297694201538201,0,0.320692227585383
